1,https://nom--ploi.clicketcloud.com/?141349,1
2,https://reii-cond.clicketcloud.com/cliente.php/_481.4437127155389/index.php,1
3,https://cloudflare-ipfs.com/ipfs/bafkreiftg2ymhrddahbej7fkppbnuip74yptox6k44fqjzmr4zpymvjm6u,1
4,http://LOJAVIRTUALLINDOS.COM,1
5,http://lojavirtuallindos.com/,1
6,https://dev-infobancoitaupy.pantheonsite.io/,1
7,https://hipercardcomprasuspeita.shop,1
8,https://hipercardcomprasuspeita.shop/consulte-sua-fatura.php?cartoes=home&id=MGViNzAwOTJhNDBhYzhmN2ZjMWJlNTgyNGNhNTBjMTI=&the=theking,1
9,http://sxkki.duckdns.org,1
10,https://54aiidiw.square.site/,1
11,https://onlinedetmaui008.wixsite.com/login,1
12,https://thnjkhnvbhjsa.ourhobby.com/,1
13,https://ingre-banreservas-do-tubancopersonas-token.weebly.com/,1
14,https://docs.google.com/presentation/d/e/2PACX-1vS-9oEFJL34cudUaD-vjNzFN3tDbd7mWvFMg8ZOPPvOfH6mYXm4GTajO72LezF57cpdfpG2mn9SaSHj/pub?start=false&loop=false&delayms=3000,1
15,https://shorturl.at/nGHWX,1
16,https://bellsouth-yahoo-online-service.webflow.io/,1
17,https://today-currently-3-04-24.weeblysite.com/,1
18,http://today-currently-3-04-24.weeblysite.com/,1
19,https://ghnmmesdhur.weebly.com/,1
20,https://docs.google.com/presentation/d/e/2PACX-1vQENNhdPOSdrJG_GwF1_auDTHO5uI3aEEx3SkRNcmJwDBUvjid-3lcQETmVSRlZ23WSHGC1Gp54zwHg/pub?start=false&amp;loop=false&amp;delayms=3000,1
21,https://nom--ploi.clicketcloud.com/?249526,1
22,http://reii-cond.clicketcloud.com/cliente.php/_481.4437127155389/index.php,1
23,http://nom--ploi.clicketcloud.com/sfpporr.php,1
24,https://tinyurl.com/2bp4y68w/redirect.html?syx=1x1Uns_65e1fb067c5a9vl_pick.iptr51swugt-38nsqmu.3t1cbh8.oJdwWMXN3dWd0LTM4bnNxbXU0n4dTb,1
25,http://catholidates.net/out.php?email=shawshot8@gmail.com,1
26,https://tinyurl.com/2bp4y68w/redirect.html?syx=1x165e1fb067c5a9_vl_pick.iptr51swugt-38nsqmu.3t1cbh8.uoGkHJQeMXN3dWd0LTM4bnNxbXU0t59rh,1
27,https://tinyurl.com/2bp4y68w/redirect.html?syx=1x1Out_65e1fb067c5a9vl_pick.iptr51swugt-38nsqmu.3t1cbh8.eoCirwyMXN3dWd0LTM4bnNxbXU0j3dDX,1
28,https://tinyurl.com/2bp4y68w/redirect.html?syx=1x165e1fb067c5a9_vl_pick.iptr51swugt-38nsqmu.3t1cbh8.UnqPVMXN3dWd0LTM4bnNxbXU0t59rh,1
